Name,Type,Giver,Location,Material Required 1,Material Amount 1,Material Required 2,Material Amount 2,Material Required 3,Material Amount 3,Caption Start,Caption 2,Caption 3,Caption 4,Caption 5,Caption 6,Caption 7,Caption 8,Caption 9,Caption 10,Caption 11,Caption 12,Caption 13,Caption 14,Caption 15,Caption 16,Caption 17,Caption Complete,Shrine,ID,Menu Order,SortIndex,Type Sort
True Treasure,Side Quest,Kodah,Zora's Domain,-,-,-,-,-,-,"Kodah at the inn came across the following
passage from an ancient text: ""Long, long ago,
at Tarm Point, a blessed stone was hidden
away within a sacred shrine.""

Kodah's daughter, Finley, believes there must
be treasure there, and so she and Sasan set off
for Tarm Point. Does treasure await them?","You found Sasan when you entered the cave
at Tarm Point. It seems Finley ventured deeper
into the cave without waiting for him.

Sasan needs to board a raft to catch up to her,
but he can't make it far with the water level
rising and falling. He's not sure what to do...","You let Sasan board the raft in the cave at
Tarm Point and delivered him safely to Finley,
who was waiting for him farther inside.

They want to give you a gift in thanks. Call on
them again after you organize your belongings.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You let Sasan board the raft in the cave at
Tarm Point and delivered him safely to Finley,
who was waiting for him farther inside.

They didn't find the treasure they expected at
the Shrine deep within the cave, but in the end,
the memories they made together are more
precious a treasure than any.",-,Zora_MessageBottle,189,5610,04
Secret Treasure under the Great Fish,Side Quest,Sidon,Zora's Domain,-,-,-,-,-,-,"Sidon found an intriguing passage in a book
about the Zora royal family: ""The great fish.
The eternal guardian. A secret treasure awaits
just beneath the stony form of its statue. Below
the long bridge that reaches for the statue,
leave your fears behind. Pass beneath two
waterfalls to find your prize."" What does it
mean? And what is this treasure?",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"""The great fish. The eternal guardian. A secret
treasure awaits just beneath the stony form of
its statue. Below the long bridge that reaches
for the statue, leave your fears behind. Pass
beneath two waterfalls to find your prize.""

You found the Vah Ruta Divine Helm in an
underground cavern below Zora's Domain.",-,Zora_RuttaTreasure,190,5611,04
The Never-Ending Lecture,Side Quest,Chroma,Zora's Domain,-,-,-,-,-,-,"It seems that Chroma and Khira are looking for
the Zora helm in order to thank you for saving
the domain.

Apparently it rests within a sky fish...
but what could that be referring to?",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You discovered a hidden entrance into the
Floating Scales Island, a fish-shaped island
floating in the sky. Within, you acquired the
Zora helm.",-,Createshinguard,191,5612,04
The Moonlit Princess,Side Quest,Seggin,Zora's Domain,-,-,-,-,-,-,"Seggin can't forget the sight of Princess
Mipha holding her Lightscale Trident in the
light of the moon.

Perhaps you can fulfill his wish of seeing that
lovely sight just one more time.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You showed Seggin a picture of Mipha's
statue beneath the moonlight.

Seggin was moved by the beauty of that sight
and renewed his vow to remain a loyal subject
to the Zora royal family no matter what changes
the flow of time brings.",-,ZoraStatue_Picture,192,5613,04
The Fort at Ja'Abu Ridge,Side Quest,Gaddison,Zora's Domain,-,-,-,-,-,-,"The Zora soldier Gaddison informed you that
monsters built a fort on the north side of
Ja'Abu Ridge.

If left alone, it could pose a threat to
Zora's Domain.","You repelled the monsters at the fort on the
north side of Ja'Abu Ridge.

The Zora soldier who told you about the fort,
Gaddison, will be eager to hear this news.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You repelled the monsters that had built a fort,
protecting the peace in Zora's Domain. When
you reported back to Gaddison, she gave you
a reward.",-,Zora_Enemy_hunt,193,5614,04
Glory of the Zora,Side Quest,Dento,Zora's Domain,Flint,5,Diamond,3,-,-,"The blacksmith Dento has pledged to make the
Lightscale Trident for you.

To forge this powerful weapon, used by
the Zora for generations, he requires three
diamonds, five pieces of flint, and a Zora spear.
He assured you that a decayed spear will work.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You managed to bring Dento a Zora spear,
three diamonds, and five pieces of flint so
he could craft the Lightscale Trident.

He informed you that he can forge the
Lightscale Trident again if it is lost or broken,
so long as you have the necessary materials.",-,GeniusWeapon_Zora,194,5615,04
A Crabulous Deal,Side Quest,Cleff,Zora's Domain,Bright-Eyed Crab,10,-,-,-,-,"Cleff, the owner of the Coral Reef general store,
is crazy about crabs. He promised to make it
worth your while if you can find him 10
bright-eyed crabs.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You gave 10 bright-eyed crabs to Cleff. He
offered you a sapphire in appreciation.

He's still just as crazy for them and will trade
you something good in exchange for more
bright-eyed crabs.",-,gather_Insect_Z,195,5616,04
A Wife Wafted Away,Side Quest,Fronk,Zora's Domain,-,-,-,-,-,-,"Fronk is very worried that his wife, Mei, went
fishing somewhere dangerous. When he last
saw her, Mei was crossing a bridge in the east
of the domain, singing about hopping and
skipping to a floating place.

Search for Mei for her husband's sake.","You found Mei on a sky island above Zora's
Domain. It seems she had become obsessed
with catching the floating island's fish.

When you told her that Fronk was worried sick,
she hurried back to Zora's Domain.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Fronk was overjoyed that his wife returned
safely.

After this experience, Mei once again realized
that Fronk's worry for her is a sign of how much
he cares, and their adoration of each other has
grown deeper still as a result.",-,HuntSalmon,196,5617,04
A Token of Friendship,Side Quest,Yona,Zora's Domain,-,-,-,-,-,-,"The Zora greaves, offered in the distant past
as a token of friendship between the Zora
and the Hylians, may be located somewhere
in the Ancient Zora Waterworks.

You should be able to access the Ancient
Zora Waterworks from the reservoir east of
the domain.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"While exploring the Ancient Zora Waterworks,
you found that the water filling the cave had
been drained. At the bottom, you discovered
a hole continuing further down.

After investigating further, you discovered the
Zora greaves, believed to be left there as an
offering in the distant past.",-,CreateArmor,197,5618,04
A Picture for Wetland Stable,Side Quest,Lawdon,Wetland Stable,-,-,-,-,-,-,"Lawdon, the owner of Wetland Stable, wants to
hang up a big painting of the Ring Ruins—one
that shows the ring shape of the ruins clearly.
He says they can be found in Kakariko Village
to the southeast.

Maybe there's a way to show a picture of the
ruins to Lawdon.","Lawdon, the owner of Wetland Stable, is
pleased to have a painting of the Ring Ruins
hanging on the wall of his establishment.

He wants to give you a reward, but your
inventory is full. Be sure to trim your
belongings before you accept his gift.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Lawdon, the owner of Wetland Stable, is
pleased to have a painting of the Ring Ruins
hanging on the wall of his establishment.

Still, he's happy to replace it with a different
picture of the ruins. Just show him a new image
and he'll make a copy to put on display.",-,PhotoSpot_Challenge_03,198,5621,04
An Uninvited Guest,Side Quest,Ami,Wetland Stable,-,-,-,-,-,-,"Ami has been losing sleep since terrifying
monsters began lurking in the woods behind
Wetland Stable.

He planned to creep up and defeat the biggest
monster with a sneak attack, but it didn't work
out. His options exhausted, he can only hope
someone else will step in.","You defeated the Moblin living in the woods
behind Wetland Stable.

Report this to Ami, whose fear of the monster
is keeping him awake at night.","As a reward for defeating the monster,
Ami offered you Pony Points.

To accept his gift, you'll have to go finish
registering with the Stable Association.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You defeated the Moblin living in the
woods behind Wetland Stable.

Ami's fear of the monster had kept him awake
at night, but now he should sleep soundly.",-,HorseInnChallenge002,199,5622,04
The Blue Stone,Side Quest,Ledo,East Reservoir Lake,-,-,-,-,-,-,"Ledo, a Zora stonemason, found blue stones
of impeccable quality at the cave near East
Reservoir Lake. He'd like to use one for repairs
at Mipha Court.

Just one stone would be enough, but they're
too heavy for him to swim out with. He's at
a loss.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You brought a blue stone to Ledo, who was
delighted that he can now use it to repair
Mipha Court.",-,CarryStone,200,5691,04
The Ultimate Dish?,Side Quest,Moza,Rikoka Hills Well,-,-,-,-,-,-,"Moza has opened a restaurant inside a well.
She's convinced she can take failed dishes,
such as dubious or rock-hard food, and make
them ultimate.

If you get your hands on those disastrous
dishes, Moza is ready for them.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Moza turned the failed dish you gave her into
monster stew. No challenge is too great for
that master chef—she's ready to remake any
dubious or rock-hard food you bring her.",-,RestaurantInTheWell,201,5692,04
Mired in Muck,Side Quest,Bazz,Upland Zorana Skyview Tower,-,-,-,-,-,-,"An unlucky Zora, covered in sludge and unable
to move, asked for your help.

They mentioned just needing some clean water
to remove the sludge.","The sludge is gone and Bazz is safe. Overjoyed
at his newfound freedom, he offered to give you
a Zora spear.

Make room in your weapon collection, and talk
to him again.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Bazz got sludge in his gills and was suffering so
much he couldn't move. Now that the sludge is
gone, he's safe.

You received a Zora spear as a thank-you gift.",-,ResearchLanayru,202,5693,04
Out of the Inn,Side Quest,Dai,Kakariko Village,-,-,-,-,-,-,"Dai was asked to watch over an inn, and he's
starting to worry that the owner's not coming
back. He asked you to try to find him.

It seems the owner had gone out to change the
survey team's bedsheets. Their tents are
located in four different areas though, so Dai's
not sure where the owner could be.","You found the inn's owner, Ollie, sleeping in a
survey-team tent. You woke him up with a
whiff of a hearty truffle, and he hurried back
to the inn.

You should do the same, just to see how things
are going over there.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ollie's return to the inn freed Dai from the
responsibility of watching over it.

And better yet, now you can sleep there.",-,InnNeverReturns,203,5711,04
Follow the Cuccos,Side Quest,Trissa,Kakariko Village,Bird Egg,10,-,-,-,-,"Trissa is at a loss. The local Cuccos are nesting
somewhere new, and she cannot gather any
bird eggs for her shop. She says she'd like to
have 10, since they're such a popular item.

It seems the Cuccos all go off somewhere when
morning comes.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You gave 10 bird eggs to Trissa for her shop,
and she paid you back at above-normal prices!
Those eggs should allow her to stay stocked for
a while.",-,KokkoGuidePost,204,5712,04
A Trip through History,Side Quest,Bugut,Kakariko Village,-,-,-,-,-,-,"Stone slabs have been found in the Ring Ruins
that fell around Kakariko Village. Bugut has
come to see the writing on the slabs but is
afraid of heights and can't visit the ruins.

If you read what's written on each slab, let him
know what they say. You have more to
tell him about.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You told Bugut about what you read on the
stone slabs in each of the four non-floating
Ring Ruins. He was delighted to get these
insights into the ancient era the ruins
came from.",-,Know_FourStonePlates,205,5713,04
Codgers' Quarrel,Side Quest,Trissa,Kakariko Village,-,-,-,-,-,-,"The general store is at risk of running out of
goods. The two old men who stock the store
have left to drive monsters out of the Ring Ruin
in the hills west of the village.

Trissa is worried about the pair but can't leave
the store to check on them.","Steen and Olkin went to drive monsters out of
the Ring Ruin in the hills west of the village.

But they're arguing over the right way to deal
with the problem, and so they're getting
nowhere with clearing out the monsters.","You defeated all the monsters in the Ring Ruin
in the hills west of the village.

You should tell Steen and Olkin. They should be
glad to hear it, given that they're still arguing
over the best plan for dealing with them.","By defeating the monsters in the Ring Ruin
in the hills west of the village, you showed
Steen and Olkin that both offensive and
defensive fighting methods are important.

Trissa has been waiting for them to return.
Report back to her.",-,-,-,-,-,-,-,-,-,-,-,-,-,"Steen and Olkin, who stock the general store,
are back home at their village and seem to have
resolved their differences.

Trissa was beyond happy to see that the two
are getting along. She gave you an endura
carrot as thanks.",-,WhichIsStronger,206,5714,04
Gloom-Borne Illness,Side Quest,Lasli,Kakariko Village,-,-,-,-,-,-,"Lasli's grandmother is sick after exposure to
gloom. Lasli has been experimenting with
different ingredients to make a porridge that
counteracts gloom sickness, but so far, nothing
has worked.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"After eating your sunny veggie porridge, Nanna
made a full recovery.

With their grandmother happy and healthy
again, Claree has returned to the family clothing
shop, and Lasli is headed to Hateno Village to
study fashion.",-,IllnessStartsWithFeelings,207,5715,04
A New Champion's Tunic,Side Quest,Zelda's Diary,Hateno Village,-,-,-,-,-,-,"According to Princess Zelda's diary, a new and
improved Champion's Tunic is hidden in the
throne room of Hyrule Castle.

She wrote that the ""torches are the key,"" but
what does that mean?",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You acquired the Champion's Leathers that
Princess Zelda prepared for you in the throne
room of Hyrule Castle.",-,Hateno_NewCostume,208,5721,04
Teach Me a Lesson I,Side Quest,Symin,Hateno Village,-,-,-,-,-,-,"Symin's students didn't put much stock in the
story of the Calamity. He thinks that if he could
show them an elaborate picture of the screen
depicting the Calamity, they would believe his
history lesson.

The screen in question is kept at Paya's Hall
in Kakariko Village.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Symin is pleased that the children believed
his lesson after seeing the screen depicting
the Calamity. He was able to finish his history
lecture without further interruption.",-,Hateno_TellMeTeacher01,209,5722,04
Teach Me a Lesson II,Side Quest,Symin,Hateno Village,Goron Spice,1,Hylian Rice,1,Monster Extract,1,"Symin is teaching his students how to use food
to survive in a dangerous world. He wants his
students to eat monster curry, made with
Goron spice, Hylian rice, and monster extract.

He says that for monster extract, you'll have to
go to Tarrey Town, north of Hateno Village.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You made monster curry and served it to the
children as part of a lesson that they can cook
using monster extract. Having been accepted
as a teacher at the Hateno school, you now
have permission to use the school's field.",-,Hateno_TellMeTeacher02,210,5723,04
Dantz's Prize Cows,Side Quest,Dantz,Hateno Village,Acorn,3,-,-,-,-,"Dantz, a farmer in Hateno Village, is looking
for acorns to mix into his cows' feed so they
can produce his special fresh milk.

He says he could mix more feed if he had three
acorns, but a recent boom in the squirrel
population has made them hard to come by.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You gave Dantz the acorns and he gave you
a bottle of fresh milk to express his gratitude.
If you bring him another three acorns, he'd
be willing to make the same trade for more
fresh milk.",-,Hateno_FreshMilk,211,5724,04
Homegrown in Hateno,Side Quest,Reede,Hateno Village,-,-,-,-,-,-,"Reede has been secretly developing Cece-
brand vegetables. He's ready to start growing
them in earnest, but monsters come at night
to wreck his field.

Work with Reede to protect the field so his
vegetables can ripen.","Reede asked you to protect the field from
monsters from the middle of the night until
daybreak.

As he's not a trained fighter, it's up to you to
protect Reede and his field from monsters
until daybreak.","Reede asked you to protect the field from
monsters from the middle of the night until
daybreak.

You were forced to retreat on your last attempt,
but you can try again to keep Reede and the
field safe until daybreak.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You routed the monsters invading Reede's
field, allowing the vegetables Reede worked so
hard on developing to flourish. The vegetables,
grown using Cece's principles of style and
named sun pumpkins, will be sold as a true
Hateno signature staple.",-,Hateno_NewSpecialty,212,5725,04
Photographing a Chuchu,Side Quest,Sayge,Hateno Village,-,-,-,-,-,-,"Sayge at Kochi Dye Shop has started using his
dyeing technique to make different fabrics.
He wants to make one based on a Chuchu and
has asked you for a visual reference.

If he could get a good look at a common, blue
Chuchu, he could come up with a lovely design.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Sayge was struck by inspiration upon seeing
your Chuchu picture and was able to finalize
his fabric.

If you take any other pictures that could serve
as reference for the fabrics Sayge wants to
make, be sure to show them to him.",-,Parasail_ChuchuDesign,213,5726,04
Uma's Garden,Side Quest,Uma,Hateno Village,Fortified Pumpkin / Sun Pumpkin / Swift Carrot / Endura Carrot / Hearty Radish / Big Hearty Radish / Hylian Tomato / Wildberry / Tabantha Wheat / Hylian Rice / Hydromelon,1,-,-,-,-,"To celebrate you becoming a teacher, Uma will
grow something you like. Your choice is limited
to pumpkins, carrots, radishes, tomatoes,
wildberries, wheat, rice, and hydromelons.

If you talk to Uma after planting something,
she can plant something else instead.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Uma grew something for you in her garden to
celebrate you becoming a professor. She was
very pleased with the first harvest. You're free
to use the garden's bounty as you please.
If you talk to Uma again, she can plant
something else there instead.",-,Hateno_WhatToPlant,214,5727,04
Manny's Beloved,Side Quest,Manny,Hateno Village,Hot-Footed Frog,10,-,-,-,-,"It seems Manny's friend's friend badly wants
to catch the eye of Ivee, the greeter for the
general store.

Can you muster the courage to ask Ivee what
she likes the most?","It turns out that what Ivee wants the most in
life is 100 hot-footed frogs.

You should break the news to Manny.","Upon learning that Ivee wants a collection of
100 hot-footed frogs, Manny enlisted your
help as a frog catcher.

Start by collecting 10 hot-footed frogs, which
can be found in wells and caves. One such
well in the village is home to many frogs.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You delivered the 10 hot-footed frogs to
Manny and received a reward.

Manny confessed that he was the one who
wanted to catch Ivee's eye. His plan now is to
find the remaining hot-footed frogs on his own.",-,Hateno_CoolGuy,215,5728,04
Lurelin Resort Project,Side Quest,Rozel,Lurelin Village,-,-,-,-,-,-,"Rozel, head of Lurelin Village, and Bolson,
the architect, are planning to build a new
entertainment facility so they can host a
rally race on the water at the village.

They wonder if they might be able to invite
some racing professionals to make the journey
from Tarrey Town to Lurelin Village.","You told Tali, Shabonne, and Fernison about
Lurelin Village's water rally project. Fernison
said she'd be happy to send Tali and Shabonne
to help, but first she needs someone to break
Tali's record so she can capture the race data. 

When you're ready, talk to Fernison and try
the Tarrey Town Race.","You broke Tali's course record, so she and
Shabonne agreed to head to Lurelin Village.

This should help Rozel and Bolson make
progress on the water rally course they're
hoping to build.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"With Tali and Shabonne's help, the water rally
course was completed in no time. Talk to
Bolson when you want to put your skills to
the test in the Lurelin Water Rally.",-,Uotori_ResortPlan,216,5731,04
Dad's Blue Shirt,Side Quest,Zuta,Lurelin Village,-,-,-,-,-,-,"Zuta is looking for an iron treasure chest
containing his father's precious blue shirt.

Believing the pirates sank it during their raid,
he is desperately searching the bay.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You found the iron treasure chest containing
Zuta's father's precious blue shirt. After you
and Zuta reported to Sebasto, he rewarded
you by giving you the shirt.",-,Uotori_WhiteLineGame,217,5732,04
"A Way to Trade, Washed Away",Side Quest,Garini,Lurelin Village,-,-,-,-,-,-,"A general merchant, Garini, is upset that his
trading boat has floated out to sea. He wants
to get his hands on a boat he can use instead.

Garini says that things often drift all the way to
Tenoko Island, off the eastern coast—maybe
there's a beached boat there that he can use.","You gave Garini a boat.

To thank you, he wants to give you something
called a ""star fragment."" Talk to him when
you've organized your pouch.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You gave a boat to Garini. He quickly rebuilt
it as a trading vessel and reopened his
general store.",-,WashedAwayBusinessTools,218,5733,04
Rattled Ralera,Side Quest,Ralera,Lurelin Village,Mighty Porgy / Armored Porgy,1,Hylian Rice,1,Goron Spice,1,"After an extended stay in Hateno Village,
Ralera has returned home to Lurelin Village,
and she wants to come up with something that
will draw visitors to the small fishing town.

Unfortunately, she's too hungry to focus.
She is craving a dish made with porgy, Hylian
rice, and Goron spice.","After an extended stay in Hateno Village,
Ralera has returned home to Lurelin Village,
and she wants to come up with something that
will draw visitors to the small fishing town.

The seafood curry you gave her was satisfying,
but spicy, and now she's burning up. She wants
a gust of wind to cool her down...",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"After her extended stay in Hateno Village,
Ralera returned to Lurelin Village and created a
flag for the small fishing town.

To thank you for your help, she gave you a
cloth with the same design as the flag. If you
go to the dye shop in Hateno Village, they may
show you how to use it.",-,Uotori_Designer,219,5734,04
A Picture for Dueling Peaks Stable,Side Quest,Tasseren,Dueling Peaks Stable,-,-,-,-,-,-,"Tasseren, the owner of Dueling Peaks Stable,
wants to hang a painting of Hyrule's finest
sunrise, which is said to be visible from the
summit of Tuft Mountain to the southeast of
the stable.

Maybe there's a way to take a picture of it and
show it to Tasseren.","Tasseren, owner of Dueling Peaks Stable,
is quite pleased to have a painting of
Hyrule's finest sunrise hung on the wall.

He was going to give you a reward, but your
inventory was full. Be sure to trim your
belongings before you accept his gift.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Tasseren, owner of Dueling Peaks Stable,
is quite pleased to have a painting of
Hyrule's finest sunrise hung on the wall.

Still, he's happy to replace it with a different
image of that sunrise. Just show him a new
picture and he'll make a copy to put on display.",-,PhotoSpot_Challenge_06,220,5751,04
A Bottled Cry for Help,Side Quest,Bottled Letter,Hateno Beach,-,-,-,-,-,-,"You found a letter inside a bottle that had
floated its way to Hateno Bay. It seems its
writer is trapped inside a cave and needs
your help.

Fortunately, they've left a trail of brightbloom
seeds and flowers floating in the sea to guide
you to the cave.","You found Chumin trapped in a cave in the
eastern cliffs of Mapla Point.

You should clear the rock covering the exit
so he can get out.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You found Chumin trapped in a cave in the
eastern cliffs of Mapla Point.

You saved him by removing the rock blocking
the exit.",-,MessageBottle_SOS,221,5762,04
Seeking the Pirate Hideout,Side Quest,Sesami,Eventide Island,-,-,-,-,-,-,"You met Sesami of the monster-control crew on
Eventide Island in Hyrule's southeastern sea.

He was sent to scout out a pirate hideout, but
the three monster strongholds on the island are
hindering his progress.","You cleared out one of the three monster
strongholds on Eventide Island.

Two strongholds remain.","You cleared out two of the three monster
strongholds on Eventide Island.

One stronghold remains.","You cleared out all three monster strongholds
on Eventide Island.

You should inform Sesami.","Sesami told you that he saw a pirate ship
returning to Eventide Island. Apparently the
pirate ship went around the back of the island
and then vanished.

Could that be the pirate hideout's location?","The pirates were hiding out and mooring their
ship in a cave in the back of Eventide Island.

If you clear the hideout of the pirate monsters,
you might be able to save the people they've
been tormenting.","The pirates were hiding out and mooring their
ship in a cave in the back of Eventide Island.

Go tell Sesami of the monster-control crew that
you were able to wipe out the pirate monsters
in their hideout.",-,-,-,-,-,-,-,-,-,-,"The pirates were hiding out and mooring their
ship in a cave in the back of Eventide Island.

Sesami was grateful to you for locating the
hideout and clearing it of pirate monsters.",-,SaihateSubjugation,222,5771,04
Ousting the Giants,Side Quest,Kampo,Lakeside Stable,-,-,-,-,-,-,"Three giant monster brothers have settled down
in caves near Corta Lake, Rodai Lake, and
Calora Lake that are rich in luminous stone.

Stable owner Kampo is worried these monster
brothers will scare off his customers. Help him
by driving them out of the caves.","You defeated one of the three giant monsters
dwelling in caves at Corta Lake, Rodai Lake,
and Calora Lake.

If you defeat the other two, maybe Kampo at
Lakeside Stable will breathe a little easier.","You defeated two of the three giant monsters
dwelling in caves at Corta Lake, Rodai Lake,
and Calora Lake.

If you defeat the other one, maybe Kampo at
Lakeside Stable will breathe a little easier.","You defeated the three monster brothers in
the caves at Corta Lake, Rodai Lake, and
Calora Lake. Now customers should come
back to Lakeside Stable.

Ease Kampo's worries—let him know the
monsters are gone!",-,-,-,-,-,-,-,-,-,-,-,-,-,"You defeated the three Hinox brothers in the
caves near Lakeside Stable.

Relieved that these tourist spots were safe
once more, Kampo could finally concentrate
on his work at the stable.",-,HorseInnChallenge007,223,5781,04
A Picture for Lakeside Stable,Side Quest,Anly,Lakeside Stable,-,-,-,-,-,-,"Anly, the owner of Lakeside Stable, wants to
hang a painting of Floria Falls as seen on a
clear day. This view is best captured while
looking at the falls from Floria Bridge.

Maybe there's a way to take a picture of it and
show it to Anly.","Anly, the owner of Lakeside Stable, is pleased
to have a painting of Floria Falls on a clear day
hanging on the wall of his establishment.

He was going to give you a reward, but your
inventory was full. Be sure to trim your
belongings before you accept his gift.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Anly, the owner of Lakeside Stable, is pleased
to have a painting of Floria Falls on a clear day
hanging on the wall of his establishment.

Still, he's happy to replace it with another
picture of the falls. Just show him a new
image and he'll make a copy to put on display.",-,PhotoSpot_Challenge_10,224,5782,04
A Picture for Highland Stable,Side Quest,Padok,Highland Stable,-,-,-,-,-,-,"Padok, the owner of Highland Stable, wants
to hang a painting of a giant white stallion on
the stable wall. He heard about the horse from
travelers heading to the Lake of the Horse God
southeast of the stable to search for it there.

Maybe there's a way to take a picture of it and
show it to Padok.","Padok, the owner of Highland Stable, is pleased
to have a picture of the giant white stallion
hanging on the wall of his establishment.

He was going to give you a reward, but your
inventory was full. Be sure to trim your
belongings before you accept his gift.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Padok, the owner of Highland Stable, is pleased
to have a picture of the giant white stallion
hanging on the wall of his establishment.

Still, he's happy to replace it with a different
picture of the stallion. Just show him a new
image and he'll make a copy to put on display.",-,PhotoSpot_Challenge_11,225,5851,04
The Heroines' Secret,Side Quest,Rotana,Gerudo Shelter,-,-,-,-,-,-,"A Gerudo archaeologist named Rotana told you
that there are stelae hidden in the shelter with
information about the seven Gerudo heroines,
and that she would like to see pictures of their
contents. Only by finding all of the stelae can
you piece together the heroines' secret.

You must still find .",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You found all of the stelae and shared the
information with Rotana. She spoke of a place
deep in the shelter where statues of the
heroines can be found. By placing orbs in the
statues' arms, you may help solve the true
mystery of the heroines.

You are apparently free to use Rotana's orb.",-,EightHeroStatues,226,5911,04
Treasure of the Gerudo Desert,Side Quest,Riju,Gerudo Town,-,-,-,-,-,-,"While Riju was investigating the shelter beneath
Gerudo Town, she discovered ancient text:
""Seek out the swordswoman upon the sand
and look to where she points—there is treasure
waiting underground.""

What treasure could this be referring to?",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"""Seek out the swordswoman upon the sand
and look to where she points—there is treasure
waiting underground.""

You followed these directions and discovered
an underground cave. Hidden within it was the
Vah Naboris Divine Helm.",-,GerudoDesertTreasure,227,5912,04
Pride of the Gerudo,Side Quest,Isha,Gerudo Town,Flint,10,Diamond,4,-,-,"Isha is prepared to craft the powerful arms of
the Seven for you.

To do so, she will need four diamonds, 10
pieces of flint, a Gerudo scimitar, and a
Gerudo shield. Even a decayed Gerudo
scimitar will do. Gather the required
materials, and then speak with Isha.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You gave four diamonds, 10 pieces of flint, a
Gerudo scimitar, and a Gerudo shield to Isha,
and in return she crafted the arms of the Seven
for you.

She also told you that, should the arms ever be
irrecoverable, you can bring her the materials
and she can remake them.",-,Gerudo_UrbosaWeapon,228,5913,04
Dalia's Game,Side Quest,Dalia,Gerudo Town,-,-,-,-,-,-,"The orb that Dalia calls her ""treasure"" appeared
from under the sands after the sand shroud
dissipated. Dalia said she'd lend it to you if you
can beat her at her own game.

Ask her about it when she seems to have some
free time.","You accepted Dalia's challenge!

If you can find the stuffed sand seal hidden in
the shelter before time runs out, you win.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You challenged Dalia and won! She is willing to
let you use her treasured orb anytime you like.

In addition, you can challenge her at her game
as many times as you want from now on, as
long as she isn't busy.",-,FindSunaNui,229,5914,04
The Mysterious Eighth,Side Quest,Rotana,Gerudo Shelter,-,-,-,-,-,-,"Rotana has stayed behind to restore the spirits
as described on the stelae. She believes the
orb she gave you is one of these spirits, but
she doesn't know where to find any of the
other orbs.

According to the stela, returning the spirits to
the seven heroine statues will reveal the eighth.","Returning the spirits to the seven heroines'
statues opened a path to a hidden room.

You should inspect the room for any signs of
the true history.","Inside the hidden room was a giant orb, which
is the key to a sanctuary. According to Rotana,
the Gerudo have an underground sanctuary
beneath the North Gerudo Ruins.

She asked you to carry the giant orb to the
entrance of the sanctuary.","Setting the giant orb into the entrance to the
underground chamber beneath the North
Gerudo Ruins opened a locked door and
revealed the path to the sanctuary. Is the
secret of the eighth hidden somewhere within?","You discovered a stela deep within the
sanctuary. Apparently, the eighth hero was
a Hylian voe who saved Gerudo Town long ago.

Return to Gerudo Town and let Rotana know
of your findings.",-,-,-,-,-,-,-,-,-,-,-,-,"You told Rotana about what you read on the
stela deep within the sanctuary. She was
excited to learn the truth about the eighth hero
after so many years of it being shrouded in
mystery. She insisted on listing you as a
co-author in the full expedition report.",-,EightHeroStatues_After,230,5915,04
